id,country,ccode,year,region,protest,protestnumber,startday,startmonth,startyear,endday,endmonth,endyear,protesterviolence,participants_category,participants,protesteridentity
3522009015,Cyprus,352,2009,Europe,1,15,23,11,2009,23,11,2009,1,2000-4999,1000s,"turkish cypriots, thirty unions led by the turkish cypriot teachers union ktos"
3522009016,Cyprus,352,2009,Europe,1,16,7,12,2009,7,12,2009,1,100-999,100,teenagers
3522009017,Cyprus,352,2009,Europe,1,17,27,12,2009,27,12,2009,0,50-99,>50,elam ethniko laiko metopo or national popular front
3522010001,Cyprus,352,2010,Europe,1,1,1,2,2010,1,2,2010,0,1000-1999,1000,"youth, teachers, civil servants, turkish cypriots"
3522010002,Cyprus,352,2010,Europe,1,2,17,5,2010,11,6,2010,0,100-999,185,"kurdish syrians refugees, kurdish syrian yekiti party"
3522010003,Cyprus,352,2010,Europe,1,3,25,6,2010,25,6,2010,1,2000-4999,2000,trade unionists
3522010004,Cyprus,352,2010,Europe,1,4,3,7,2010,5,7,2010,0,100-999,>170,"bus drivers, nicosia bus company"
3522010005,Cyprus,352,2010,Europe,1,5,5,7,2010,5,7,2010,0,2000-4999,1000s,"turkish cypriots, trade unions"
3522010006,Cyprus,352,2010,Europe,1,6,20,7,2010,20,7,2010,0,100-999,100s,ultra nationalist youth group elam national popular front
3522010007,Cyprus,352,2010,Europe,1,7,24,7,2010,24,7,2010,0,100-999,500,police officers
3522010008,Cyprus,352,2010,Europe,1,8,2,8,2010,2,8,2010,1,2000-4999,1000S,"turkish cypriots, 35 trades unions and ngos"
3522010009,Cyprus,352,2010,Europe,1,9,5,11,2010,5,11,2010,1,100-999,>150,"nationalists, neo facists"
3522010010,Cyprus,352,2010,Europe,1,10,15,11,2010,15,11,2010,0,100-999,100s,"students, left wing youth group edon"
3522010011,Cyprus,352,2010,Europe,1,11,15,11,2010,15,11,2010,0,50-99,>50,far right national popular front elam
3522010012,Cyprus,352,2010,Europe,1,12,8,12,2010,8,12,2010,0,100-999,100s,larnaca citizens committee
3522011001,Cyprus,352,2011,Europe,1,1,4,1,2011,4,1,2011,0,100-999,100,"students, national initiative for social intervention"
3522011002,Cyprus,352,2011,Europe,1,2,28,1,2011,28,1,2011,0,>10000,>10000,"turkish cypriots, 28 unions and ngos"
3522011003,Cyprus,352,2011,Europe,1,3,28,2,2011,28,2,2011,0,100-999,300,cyprus association of ready mix manufacturers
3522011004,Cyprus,352,2011,Europe,1,4,2,3,2011,2,3,2011,0,>10000,30000,"turkish cypriots, turkish cypriot teachers union ktos"
3522011005,Cyprus,352,2011,Europe,1,5,21,3,2011,21,3,2011,0,100-999,>150,"goat farmers, goat farmers coordinating committee"
3522011006,Cyprus,352,2011,Europe,1,6,2,4,2011,2,4,2011,0,100-999,200,"potato farmers, cyprus coordinating committee of potato producers"
3522011007,Cyprus,352,2011,Europe,1,7,7,4,2011,7,4,2011,1,2000-4999,3000,"turkish cypriots, unions"
3522011008,Cyprus,352,2011,Europe,1,8,16,4,2011,16,4,2011,0,100-999,100,police association sak members
3522011009,Cyprus,352,2011,Europe,1,9,31,5,2011,31,5,2011,0,50-99,>50,"taxi drivers, taxi drivers union"
3522011010,Cyprus,352,2011,Europe,1,10,7,6,2011,7,6,2011,0,50-99,50,larnaca taxi drivers association
3522011011,Cyprus,352,2011,Europe,1,11,16,6,2011,16,6,2011,0,50-99,50,taxi drivers
3522011012,Cyprus,352,2011,Europe,1,12,21,6,2011,21,6,2011,1,50-99,>50,students
3522011013,Cyprus,352,2011,Europe,1,13,23,6,2011,23,6,2011,0,100-999,250,english school old boys and girls association esogba
3522011014,Cyprus,352,2011,Europe,1,14,11,7,2011,28,7,2011,1,2000-4999,1000s,"cypriots, extreme nationalist right wing groups,"
3522011015,Cyprus,352,2011,Europe,1,15,15,8,2011,15,8,2011,0,100-999,150,awakened indignant citizens
3522011016,Cyprus,352,2011,Europe,1,16,17,8,2011,17,8,2011,0,100-999,100s,awakened indignant citizens
3522011017,Cyprus,352,2011,Europe,1,17,26,8,2011,26,8,2011,0,100-999,700,"turkish cypriots, turkish settlers"
3522011018,Cyprus,352,2011,Europe,1,18,5,9,2011,5,9,2011,0,50-99,>50,protesters
3522011019,Cyprus,352,2011,Europe,1,19,8,9,2011,8,9,2011,0,50-99,50,indignants
3522011020,Cyprus,352,2011,Europe,1,20,21,9,2011,21,9,2011,0,100-999,100,residents
3522011021,Cyprus,352,2011,Europe,1,21,3,10,2011,3,10,2011,0,50-99,>50,protesters
3522011022,Cyprus,352,2011,Europe,1,22,5,10,2011,5,10,2011,0,50-99,50,residents
3522011023,Cyprus,352,2011,Europe,1,23,31,10,2011,31,10,2011,0,2000-4999,1000s,"turkish cypriots, turkish cypriot teachers union"
3522011024,Cyprus,352,2011,Europe,1,24,13,12,2011,13,12,2011,0,100-999,100s,"civil servants, sek, peo and pasydy union members"
3522011025,Cyprus,352,2011,Europe,1,25,14,12,2011,14,12,2011,0,100-999,100,"civil servants, large families"
3522012001,Cyprus,352,2012,Europe,1,1,1,2,2012,1,2,2012,0,1000-1999,1200,bus drivers
3522012002,Cyprus,352,2012,Europe,1,2,14,2,2012,14,2,2012,0,2000-4999,1000s,"construction workers, employers and industrialists federation oev , trade unions sek and peo"
3522012003,Cyprus,352,2012,Europe,1,3,29,2,2012,29,2,2012,0,100-999,>170,"two facebook groups one voice, and, end unfair electricity of cyprus monopoly"
3522012004,Cyprus,352,2012,Europe,1,4,19,3,2012,23,3,2012,1,100-999,100,sheep and goat farmers
3522012005,Cyprus,352,2012,Europe,1,5,10,4,2012,10,4,2012,0,50-99,50,"turkish cypriots, trade union platform"
3522012006,Cyprus,352,2012,Europe,1,6,14,5,2012,14,5,2012,0,100-999,200,taxi drivers
3522012007,Cyprus,352,2012,Europe,1,7,16,5,2012,16,5,2012,1,50-99,>50,municipal workers
3522012008,Cyprus,352,2012,Europe,1,8,23,5,2012,24,5,2012,0,100-999,200,dairy cow farmers
3522012009,Cyprus,352,2012,Europe,1,9,22,8,2012,22,8,2012,0,100-999,250,"potato farmers, farming insurance organisation oga"
3522012010,Cyprus,352,2012,Europe,1,10,3,9,2012,3,9,2012,0,100-999,200,ten organizations representing farming producers
3522012011,Cyprus,352,2012,Europe,1,11,30,11,2012,30,11,2012,0,50-99,>50,bus drivers
3522012012,Cyprus,352,2012,Europe,1,12,11,12,2012,13,12,2012,1,50-99,>50,"teachers, the disabled, members of large families"
3522013001,Cyprus,352,2013,Europe,1,1,16,3,2013,16,3,2013,0,100-999,150,cypriots
3522013002,Cyprus,352,2013,Europe,1,2,18,3,2013,18,3,2013,0,1000-1999,1000,demonstrators
3522013003,Cyprus,352,2013,Europe,1,3,21,3,2013,22,3,2013,1,100-999,100s,cypriots
3522013004,Cyprus,352,2013,Europe,1,4,23,3,2013,23,3,2013,0,2000-4999,2000,protesters
3522013005,Cyprus,352,2013,Europe,1,5,24,3,2013,24,3,2013,0,100-999,200,bank workers
3522013006,Cyprus,352,2013,Europe,1,6,26,3,2013,26,3,2013,0,2000-4999,1000s,secondary school and university students
3522013007,Cyprus,352,2013,Europe,1,7,26,3,2013,26,3,2013,0,100-999,100s,bank of cyprus employees
3522013008,Cyprus,352,2013,Europe,1,8,27,3,2013,27,3,2013,0,1000-1999,1500,supporters of the opposition akel communist party
3522013009,Cyprus,352,2013,Europe,1,9,4,4,2013,4,4,2013,0,100-999,100s,bank workers
3522013010,Cyprus,352,2013,Europe,1,10,29,4,2013,13,5,2013,0,100-999,150,kurdish refugees
3522013011,Cyprus,352,2013,Europe,1,11,30,4,2013,30,4,2013,0,100-999,100s,"supporters of akel, citizens alliance"
3522013012,Cyprus,352,2013,Europe,1,12,4,9,2013,4,9,2013,0,100-999,100s,akel and left wing unions and organisations
3522013013,Cyprus,352,2013,Europe,1,13,23,9,2013,23,9,2013,0,100-999,100s,secondary students
3522013014,Cyprus,352,2013,Europe,1,14,24,9,2013,24,9,2013,0,100-999,100s,secondary students
3522014001,Cyprus,352,2014,Europe,1,1,9,1,2014,9,1,2014,1,50-99,>50,"technical school students, secondary students parents association"
3522014002,Cyprus,352,2014,Europe,1,2,4,2,2014,4,2,2014,0,100-999,300,"employees of the co operative central bank ccb , bank employees union etyk"
3522014003,Cyprus,352,2014,Europe,1,3,17,2,2014,17,2,2014,0,100-999,100,"bus drivers, peo trade union"
3522014004,Cyprus,352,2014,Europe,1,4,24,2,2014,24,2,2014,1,100-999,100s,eac employees
3522014005,Cyprus,352,2014,Europe,1,5,26,2,2014,26,2,2014,0,100-999,100s,"cyta employees, eac employees"
3522014006,Cyprus,352,2014,Europe,1,6,27,2,2014,27,2,2014,0,100-999,100s,"employees from the electricity authority eac , telecoms company cyta and the cyprus port authority cpa , 18 left wing trade unions and other organisations"
3522014007,Cyprus,352,2014,Europe,1,7,26,3,2014,26,3,2014,1,100-999,100,elam
3522014008,Cyprus,352,2014,Europe,1,8,7,4,2014,7,4,2014,0,50-99,>50,taxi drivers
3522014009,Cyprus,352,2014,Europe,1,9,31,5,2014,31,5,2014,0,2000-4999,1000s,accept lgbti
3522014010,Cyprus,352,2014,Europe,1,10,19,6,2014,19,6,2014,0,100-999,100,"demonstrators, refugees"
3522014011,Cyprus,352,2014,Europe,1,11,21,10,2014,21,10,2014,0,50-99,50,citizens
3522014012,Cyprus,352,2014,Europe,1,12,14,11,2014,14,11,2014,1,100-999,>200,"students, pancyprian students? coordinating committee psem , panayiota sioukra"
3522014013,Cyprus,352,2014,Europe,1,13,10,12,2014,10,12,2014,0,50-99,>50,taxi drivers
3522014014,Cyprus,352,2014,Europe,1,14,12,12,2014,12,12,2014,0,50-99,50,tseri avenue initiative committee
3522014015,Cyprus,352,2014,Europe,1,15,29,12,2014,29,12,2014,0,50-99,60,syrian refugees
3522015000,Cyprus,352,2015,Europe,0,0,,,,,,,,,,
3522016000,Cyprus,352,2016,Europe,0,0,,,,,,,,,,
3522017000,Cyprus,352,2017,Europe,0,0,,,,,,,,,,
3522018001,Cyprus,352,2018,Europe,1,1,26,4,2018,26,4,2018,0,100-999,250,greek cypriots; turkish cypriots
3522018002,Cyprus,352,2018,Europe,1,2,1,5,2018,1,5,2018,0,100-999,hundreds,greek cypriots; turkish cypriots
3522018003,Cyprus,352,2018,Europe,1,3,6,7,2018,6,7,2018,0,50-99,50,teachers
3522018004,Cyprus,352,2018,Europe,1,4,28,8,2018,28,8,2018,0,5000-10000,several thousand,teachers
3522018005,Cyprus,352,2018,Europe,1,5,6,9,2018,6,9,2018,0,100-999,hundreds,turkish cypriots
3522019001,Cyprus,352,2019,Europe,1,1,26,4,2019,26,4,2019,0,100-999,hundreds,protesters
3522019002,Cyprus,352,2019,Europe,1,2,3,5,2019,3,5,2019,0,100-999,hundreds,protesters
3522019003,Cyprus,352,2019,Europe,1,3,22,11,2019,22,11,2019,0,100-999,several hundred,protesters
3522020001,Cyprus,352,2020,Europe,1,1,29,2,2020,29,2,2020,0,50-99,dozens,protesters
3522020002,Cyprus,352,2020,Europe,1,2,7,3,2020,7,3,2020,1,100-999,350,protesters
3551990001,Bulgaria,355,1990,Europe,1,1,1,1,1990,1,1,1990,0,5000-10000,10000,"slavic bulgarians, nationalists"
3551990002,Bulgaria,355,1990,Europe,1,2,2,1,1990,2,1,1990,0,1000-1999,1000,"slavic bulgarians, nationalists"
3551990003,Bulgaria,355,1990,Europe,1,3,4,1,1990,6,1,1990,0,>10000,15000,"slavic bulgarians, nationalists"
3551990004,Bulgaria,355,1990,Europe,1,4,6,1,1990,6,1,1990,0,50-99,>50,muslim bulgarians
3551990005,Bulgaria,355,1990,Europe,1,5,7,1,1990,7,1,1990,0,5000-10000,>5000,"slavic bulgarians, nationalists"
3551990006,Bulgaria,355,1990,Europe,1,6,14,1,1990,14,1,1990,0,>10000,>50000,"union of democratic forces, anti communist demonstrators"
3551990007,Bulgaria,355,1990,Europe,1,7,11,2,1990,11,2,1990,0,1000-1999,1500,demonstrators
3551990008,Bulgaria,355,1990,Europe,1,8,25,2,1990,25,2,1990,0,>10000,80000,bulgarians
3551990009,Bulgaria,355,1990,Europe,1,9,3,3,1990,3,3,1990,0,>10000,20000,"bulgarians, students"
3551990010,Bulgaria,355,1990,Europe,1,10,27,3,1990,27,3,1990,0,2000-4999,1000s,demonstrators
3551990011,Bulgaria,355,1990,Europe,1,11,11,6,1990,11,6,1990,0,2000-4999,1000s,"union of democratic forces, opposition supporters"
3551990012,Bulgaria,355,1990,Europe,1,12,12,6,1990,12,6,1990,0,1000-1999,1500,students supporters of union of democratic forces
3551990013,Bulgaria,355,1990,Europe,1,13,13,6,1990,13,6,1990,0,50-99,>50,"supporters of union of democratic front, anarchist group"
3551990014,Bulgaria,355,1990,Europe,1,14,5,7,1990,24,7,1990,0,1000-1999,1200,"students, teachers, university lecturers, intellectuals, artists, taxi drivers"
3551990015,Bulgaria,355,1990,Europe,1,15,17,7,1990,23,7,1990,0,1000-1999,1000,slavic bulgarians
3551990016,Bulgaria,355,1990,Europe,1,16,18,7,1990,18,7,1990,0,2000-4999,1000s,protesters
3551990017,Bulgaria,355,1990,Europe,1,17,19,7,1990,19,7,1990,0,2000-4999,2000,anti communists
3551990018,Bulgaria,355,1990,Europe,1,18,23,7,1990,23,7,1990,0,2000-4999,1000s,bulgarians
3551990019,Bulgaria,355,1990,Europe,1,19,24,7,1990,24,7,1990,0,1000-1999,1000,nationalists
3551990020,Bulgaria,355,1990,Europe,1,20,27,7,1990,27,7,1990,0,1000-1999,1000,demonstrators
3551990021,Bulgaria,355,1990,Europe,1,21,26,8,1990,26,8,1990,1,>10000,15000,anti communists
3551990022,Bulgaria,355,1990,Europe,1,22,27,8,1990,27,8,1990,1,2000-4999,2000,anti communists
3551990023,Bulgaria,355,1990,Europe,1,23,18,9,1990,18,9,1990,0,>10000,30000,bulgarians
3551990024,Bulgaria,355,1990,Europe,1,24,3,11,1990,3,11,1990,0,>10000,>30000,"anti communists, bulgarians"
3551990025,Bulgaria,355,1990,Europe,1,25,9,11,1990,9,11,1990,0,2000-4999,1000s,bulgarians
3551990026,Bulgaria,355,1990,Europe,1,26,16,11,1990,16,11,1990,0,5000-10000,10000,"bulgarians, women"
3551990027,Bulgaria,355,1990,Europe,1,27,17,11,1990,17,11,1990,0,100-999,100s,anti government protesters
3551990028,Bulgaria,355,1990,Europe,1,28,18,11,1990,18,11,1990,0,>10000,80000,anti government protesters
3551990029,Bulgaria,355,1990,Europe,1,29,21,11,1990,21,11,1990,1,100-999,200,opposition supporters
3551990030,Bulgaria,355,1990,Europe,1,30,22,11,1990,22,11,1990,0,>10000,20000,anti government protesters
3551990031,Bulgaria,355,1990,Europe,1,31,23,11,1990,23,11,1990,0,5000-10000,5000,anti government protesters
3551990032,Bulgaria,355,1990,Europe,1,32,24,11,1990,24,11,1990,1,2000-4999,1000s,anti government protesters
3551990033,Bulgaria,355,1990,Europe,1,33,26,11,1990,26,11,1990,1,>10000,50000,"students, workers"
3551990034,Bulgaria,355,1990,Europe,1,34,28,11,1990,28,11,1990,0,50-99,>50,"students, strikers"
3551990035,Bulgaria,355,1990,Europe,1,35,29,11,1990,29,11,1990,0,2000-4999,1000s,"anti government protesters, miners, students"
3551991001,Bulgaria,355,1991,Europe,1,1,17,3,1991,17,3,1991,0,>10000,50000,"demonstrators, opposition supporters, youth"
3551991002,Bulgaria,355,1991,Europe,1,2,18,3,1991,18,3,1991,0,2000-4999,1000s,vietnamese workers
3551991003,Bulgaria,355,1991,Europe,1,3,8,4,1991,9,4,1991,0,>10000,35000,anti communists
3551991004,Bulgaria,355,1991,Europe,1,4,22,4,1991,22,4,1991,0,5000-10000,>7000,opposition supporters
3551991005,Bulgaria,355,1991,Europe,1,5,13,7,1991,13,7,1991,0,>10000,15000,demonstrators
3551992001,Bulgaria,355,1992,Europe,1,1,8,1,1992,8,1,1992,0,2000-4999,1000s,pensioners
3551992002,Bulgaria,355,1992,Europe,1,2,15,4,1992,15,4,1992,1,50-99,50,pro communists
3551993001,Bulgaria,355,1993,Europe,1,1,14,1,1993,30,1,1993,0,>10000,10000s,opposition union of democratic forces supporters
3551994000,Bulgaria,355,1994,Europe,0,0,,,,,,,,,,
3551995001,Bulgaria,355,1995,Europe,1,1,8,2,1995,9,2,1995,0,100-999,100,protesters
3551995002,Bulgaria,355,1995,Europe,1,2,8,3,1995,8,3,1995,0,>10000,>10000,anti communist supporters
3551995003,Bulgaria,355,1995,Europe,1,3,23,3,1995,23,3,1995,0,>10000,>30000,"anti communist supporters, union of democratic forces udf supporters, agrarian party supporters"
3551995004,Bulgaria,355,1995,Europe,1,4,15,4,1995,15,4,1995,0,50-99,>50,"members of parliament udf, smaller opposition groups, bulgarian business block"
3551995005,Bulgaria,355,1995,Europe,1,5,20,12,1995,20,12,1995,0,100-999,100s,journalists
3551996001,Bulgaria,355,1996,Europe,1,1,2,4,1996,2,4,1996,0,2000-4999,1000s,bulgarians
3551996002,Bulgaria,355,1996,Europe,1,2,15,7,1996,15,7,1996,0,100-999,400,"anti communists, opposition supporter"
3551997001,Bulgaria,355,1997,Europe,1,1,3,1,1997,3,1,1997,0,>10000,10000s,anti communists
3551997002,Bulgaria,355,1997,Europe,1,2,6,1,1997,6,1,1997,0,50-99,>50,"anti government protesters, opposition supporters"
3551997003,Bulgaria,355,1997,Europe,1,3,7,1,1997,7,1,1997,0,50-99,>50,"anti government protesters, opposition supporters"
3551997004,Bulgaria,355,1997,Europe,1,4,8,1,1997,8,1,1997,0,50-99,>50,"anti government protesters, opposition supporters"
3551997005,Bulgaria,355,1997,Europe,1,5,9,1,1997,9,1,1997,0,50-99,>50,"anti government protesters, opposition supporters"
3551997006,Bulgaria,355,1997,Europe,1,6,10,1,1997,11,1,1997,1,>10000,50000,"anti government protesters, opposition supporters"
3551997007,Bulgaria,355,1997,Europe,1,7,12,1,1997,12,1,1997,0,>10000,100000s,"anti government protesters, opposition supporters, union of democratic forces udf"
3551997008,Bulgaria,355,1997,Europe,1,8,13,1,1997,13,1,1997,0,>10000,10000s,"anti government protesters, opposition supporters, union of democratic forces udf"
3551997009,Bulgaria,355,1997,Europe,1,9,14,1,1997,14,1,1997,0,50-99,>50,"opposition supporters, anti government protesters"
3551997010,Bulgaria,355,1997,Europe,1,10,15,1,1997,15,1,1997,0,>10000,30000,"opposition supporters, students, anti government protesters"
3551997011,Bulgaria,355,1997,Europe,1,11,16,1,1997,16,1,1997,0,50-99,>50,"anti government protesters, opposition supporters, union of democratic forces udf"
3551997012,Bulgaria,355,1997,Europe,1,12,17,1,1997,17,1,1997,0,50-99,>50,"anti government protesters, opposition supporters, union of democratic forces udf"
3551997013,Bulgaria,355,1997,Europe,1,13,18,1,1997,18,1,1997,0,50-99,>50,"anti government protesters, opposition supporters, union of democratic forces udf"
3551997014,Bulgaria,355,1997,Europe,1,14,19,1,1997,19,1,1997,0,50-99,>50,"anti government protesters, opposition supporters, union of democratic forces udf"
3551997015,Bulgaria,355,1997,Europe,1,15,20,1,1997,20,1,1997,0,50-99,>50,"anti government protesters, opposition supporters, union of democratic forces udf"
3551997016,Bulgaria,355,1997,Europe,1,16,21,1,1997,21,1,1997,0,2000-4999,1000s,"anti government protesters, opposition supporters, union of democratic forces udf"
3551997017,Bulgaria,355,1997,Europe,1,17,22,1,1997,22,1,1997,0,50-99,>50,"anti government protesters, opposition supporters, union of democratic forces udf"
3551997018,Bulgaria,355,1997,Europe,1,18,23,1,1997,23,1,1997,0,>10000,18000,"anti government protesters, opposition supporters, union of democratic forces udf"
3551997019,Bulgaria,355,1997,Europe,1,19,24,1,1997,24,1,1997,0,50-99,>50,"opposition supporters, anti government protesters"
3551997020,Bulgaria,355,1997,Europe,1,20,25,1,1997,25,1,1997,0,50-99,>50,"opposition supporters, anti government protesters"
3551997021,Bulgaria,355,1997,Europe,1,21,26,1,1997,26,1,1997,0,2000-4999,2000,"students, opposition supporters, anti government protesters"
3551997022,Bulgaria,355,1997,Europe,1,22,27,1,1997,27,1,1997,0,50-99,>50,"opposition supporters, anti government protesters"
3551997023,Bulgaria,355,1997,Europe,1,23,28,1,1997,28,1,1997,0,>10000,25000,"students, opposition supporters, anti government protesters"
3551997024,Bulgaria,355,1997,Europe,1,24,29,1,1997,29,1,1997,0,2000-4999,1000s,"students, union of democratic forces udf , opposition supporters, anti government protesters"
3551997025,Bulgaria,355,1997,Europe,1,25,30,1,1997,30,1,1997,0,50-99,>50,"opposition supporters, anti government protesters"
3551997026,Bulgaria,355,1997,Europe,1,26,31,1,1997,31,1,1997,0,50-99,>50,"students, union of democratic forces udf , opposition supporters, anti government protesters"
3551997027,Bulgaria,355,1997,Europe,1,27,1,2,1997,1,2,1997,0,50-99,>50,"opposition supporters, anti government protesters"
3551997028,Bulgaria,355,1997,Europe,1,28,2,2,1997,2,2,1997,0,50-99,>50,"opposition supporters, anti government protesters, students"
3551997029,Bulgaria,355,1997,Europe,1,29,3,2,1997,3,2,1997,0,50-99,>50,"anti government protesters, opposition supporters, union of democratic forces udf"
3551997030,Bulgaria,355,1997,Europe,1,30,4,2,1997,4,2,1997,0,2000-4999,1000s,"opposition supporters, anti government protesters"
3551997031,Bulgaria,355,1997,Europe,1,31,11,2,1997,11,2,1997,0,100-999,100s,army officers
3551998000,Bulgaria,355,1998,Europe,0,0,,,,,,,,,,
3551999001,Bulgaria,355,1999,Europe,1,1,1,5,1999,1,5,1999,0,>10000,10000,"protesters, leftists"
3552000001,Bulgaria,355,2000,Europe,1,1,23,3,2000,23,3,2000,0,5000-10000,6000,"trade unions, students"
3552001001,Bulgaria,355,2001,Europe,1,1,1,11,2001,1,11,2001,0,2000-4999,3000,protesters
3552002000,Bulgaria,355,2002,Europe,0,0,,,,,,,,,,
3552003001,Bulgaria,355,2003,Europe,1,1,16,3,2003,16,3,2003,0,100-999,300,protesters
3552004001,Bulgaria,355,2004,Europe,1,1,22,7,2004,22,7,2004,0,50-99,>50,"dissident priests, supporters"
3552004002,Bulgaria,355,2004,Europe,1,2,10,11,2004,10,11,2004,0,>10000,15000,workers
3552005001,Bulgaria,355,2005,Europe,1,1,7,1,2005,14,1,2005,0,50-99,50,protesters
3552005002,Bulgaria,355,2005,Europe,1,2,22,6,2005,29,6,2005,0,50-99,>50,miners; miners union
3552005003,Bulgaria,355,2005,Europe,1,3,2,7,2005,8,7,2005,0,50-99,50,residents
3552005004,Bulgaria,355,2005,Europe,1,4,18,11,2005,22,11,2005,0,100-999,100s,teachers
3552005005,Bulgaria,355,2005,Europe,1,5,25,11,2005,25,11,2005,0,2000-4999,2000,"teachers, national teachers union"
3552006000,Bulgaria,355,2006,Europe,0,0,,,,,,,,,,
3552007001,Bulgaria,355,2007,Europe,1,1,24,9,2007,28,9,2007,0,2000-4999,1000s,teachers
3552008001,Bulgaria,355,2008,Europe,1,1,30,6,2008,30,6,2008,0,100-999,100,gay activists
3552008002,Bulgaria,355,2008,Europe,1,2,7,8,2008,4,9,2008,0,50-99,>50,"farmers, dairy producers"
3552008003,Bulgaria,355,2008,Europe,1,3,29,10,2008,29,10,2008,0,50-99,>50,"steel workers, labor unions"
3552008004,Bulgaria,355,2008,Europe,1,4,10,11,2008,10,11,2008,0,50-99,>50,"steel workers, labor unions"
3552008005,Bulgaria,355,2008,Europe,1,5,19,12,2008,19,12,2008,0,,2000,bulgarians
3552008006,Bulgaria,355,2008,Europe,1,6,19,12,2008,19,12,2008,0,1000-1999,>1000,farmers
3552009001,Bulgaria,355,2009,Europe,1,1,14,1,2009,15,1,2009,1,2000-4999,>2000,"bulgarians, protesters, farmers, students, environmentalist activists"
3552009002,Bulgaria,355,2009,Europe,1,2,21,1,2009,21,1,2009,0,50-99,50,"students, teachers, doctors and public servants"
3552009003,Bulgaria,355,2009,Europe,1,3,15,3,2009,15,3,2009,0,5000-10000,>5000,police officers
3552010000,Bulgaria,355,2010,Europe,0,0,,,,,,,,,,
3552011001,Bulgaria,355,2011,Europe,1,1,26,2,2011,26,2,2011,1,100-999,100s,"cska fans, soccer hooligans"
3552011002,Bulgaria,355,2011,Europe,1,2,15,3,2011,15,3,2011,0,2000-4999,1000s,motorists
3552011003,Bulgaria,355,2011,Europe,1,3,18,6,2011,18,6,2011,0,1000-1999,>1000,gay pride activists
3552012001,Bulgaria,355,2012,Europe,1,1,15,1,2012,22,1,2012,0,50-99,>50,miners
3552012002,Bulgaria,355,2012,Europe,1,2,11,2,2012,11,2,2012,0,5000-10000,8000,protesters
3552012003,Bulgaria,355,2012,Europe,1,3,11,4,2012,11,4,2012,1,50-99,>50,students from bulgaria s national sports academy nsa
3552012004,Bulgaria,355,2012,Europe,1,4,18,4,2012,18,4,2012,0,1000-1999,1000,students and teachers from bulgaria s national sports academy nsa
3552012005,Bulgaria,355,2012,Europe,1,5,30,6,2012,30,6,2012,0,2000-4999,2000,gay rights activists
3552013001,Bulgaria,355,2013,Europe,1,1,10,2,2013,24,2,2013,1,>10000,40000,bulgarians
3552013002,Bulgaria,355,2013,Europe,1,2,14,6,2013,18,12,2013,1,2000-4999,1000s,bulgarians
3552013003,Bulgaria,355,2013,Europe,1,3,25,9,2013,25,9,2013,0,1000-1999,1000,bulgarian post employees
3552013004,Bulgaria,355,2013,Europe,1,4,23,10,2013,15,11,2013,0,2000-4999,2000,university students
3552013005,Bulgaria,355,2013,Europe,1,5,21,11,2013,21,11,2013,0,2000-4999,1000s,"bulgarians, students"
3552014001,Bulgaria,355,2014,Europe,1,1,29,8,2014,29,8,2014,0,100-999,>300,protesters
3552014002,Bulgaria,355,2014,Europe,1,2,11,12,2014,11,12,2014,0,5000-10000,6000,confederation of independent trade unions in bulgaria citub
3552015000,Bulgaria,355,2015,Europe,0,0,,,,,,,,,,
3552016001,Bulgaria,355,2016,Europe,1,1,24,11,2016,24,11,2016,1,100-999,400+,migrants
3552017000,Bulgaria,355,2017,Europe,0,0,,,,,,,,,,
3552018001,Bulgaria,355,2018,Europe,1,1,11,1,2018,11,1,2018,0,50-99,50,police officers
3552018002,Bulgaria,355,2018,Europe,1,2,11,1,2018,11,1,2018,0,2000-4999,thousands,environmentalists
3552018003,Bulgaria,355,2018,Europe,1,3,11,11,2018,11,11,2018,0,5000-10000,thousands,protesters
3552018004,Bulgaria,355,2018,Europe,1,4,29,11,2018,29,11,2018,0,2000-4999,2000,coal miners
3552019001,Bulgaria,355,2019,Europe,1,1,29,6,2019,29,6,2019,0,50-99,50,lgbt activists
3552019002,Bulgaria,355,2019,Europe,1,2,15,11,2019,15,11,2019,0,2000-4999,thousands,protesters
3552020001,Bulgaria,355,2020,Europe,1,1,25,1,2020,25,1,2020,0,50-99,50,residents
3591991001,Moldova,359,1991,Europe,1,1,17,3,1991,17,3,1991,1,100-999,>100,"nationalists, police"
3591991002,Moldova,359,1991,Europe,1,2,20,8,1991,20,8,1991,0,>10000,60000,ethnic romanians
3591991003,Moldova,359,1991,Europe,1,3,21,8,1991,21,8,1991,0,>10000,400000,protesters
3591991004,Moldova,359,1991,Europe,1,4,26,8,1991,26,8,1991,0,2000-4999,2000,minority russian speakers
3591991005,Moldova,359,1991,Europe,1,5,26,8,1991,26,8,1991,1,100-999,100s,protesters
3591991006,Moldova,359,1991,Europe,1,6,27,8,1991,27,8,1991,0,2000-4999,2000,minority russian speakers
3591991007,Moldova,359,1991,Europe,1,7,1,9,1991,1,10,1991,0,100-999,100s,"russian women, ukranian women"
3591992001,Moldova,359,1992,Europe,1,1,17,3,1992,17,3,1992,0,1000-1999,1000,nationalists
3591993001,Moldova,359,1993,Europe,1,1,7,11,1993,7,11,1993,0,2000-4999,>3000,communists
3591993002,Moldova,359,1993,Europe,1,2,10,12,1993,10,12,1993,0,>10000,15000,demonstrators
3591994001,Moldova,359,1994,Europe,1,1,24,7,1994,24,7,1994,0,2000-4999,2000,moldovans
